Frequency_of_outbreaks,Magnitude_of_outbreaks_Deaths,Magnitude_of_outbreaks_Infected,Magnitude_of_outbreaks_Severity_Index,Security_and_Conflict_Index
0.6777784,0.53360546,0.67805576,0.667374,0.5054963
0.68937576,0.6301459,0.71387434,0.75201845,0.5586397
0.5366017,0.5020779,0.6084156,0.5343118,0.5762779
0.58088994,0.57742023,0.68828577,0.61225474,0.531935
0.70489883,0.7116964,0.7686392,0.75157017,0.5961473
0.63289595,0.613645,0.7042079,0.532761,0.5402483
0.6104879,0.51679635,0.68154526,0.6057271,0.515534
0.5378623,0.56498307,0.6706613,0.6705796,0.5143534
0.47605568,0.5937114,0.57780695,0.5295017,0.48563227
0.6033198,0.54704547,0.55925506,0.51297927,0.47526607
0.5672324,0.67223996,0.6985765,0.57214373,0.44176567
0.5690929,0.5943054,0.60704416,0.55355537,0.50954103
0.53949326,0.65392077,0.6067545,0.5755081,0.5921879
0.6521373,0.5717278,0.67613435,0.5494048,0.4812503
0.6738032,0.574467,0.7474721,0.5969805,0.5538447
0.61691743,0.630989,0.6907159,0.64254653,0.5733142
0.66496843,0.610208,0.73054904,0.73352355,0.53029543
0.57553405,0.562616,0.6709326,0.51972187,0.5724972
0.6414783,0.70518947,0.7491418,0.7147456,0.66977155
0.60904294,0.64500666,0.66151553,0.6023091,0.636407
0.5673342,0.5368358,0.5528094,0.4944844,0.5706841
0.5851928,0.5067721,0.6760679,0.6391344,0.6057284
0.6234729,0.5991758,0.75873137,0.4567049,0.56133306
0.6701082,0.5934752,0.7522538,0.53364897,0.5979147
0.5769304,0.5991007,0.69707584,0.58610606,0.5668654
0.5817278,0.6824498,0.68775105,0.64090466,0.53842044
0.5919269,0.6592945,0.6473985,0.67643374,0.49838722
0.7280655,0.5898215,0.70291996,0.6569138,0.52337307
0.71050817,0.6759331,0.74644214,0.54833204,0.49679884
0.59996057,0.5847177,0.61288476,0.6954271,0.5126329
0.6007116,0.6392374,0.6889473,0.59215534,0.512317
0.5628061,0.6276766,0.6219806,0.6185855,0.5181736
0.6925109,0.650399,0.6581357,0.54468715,0.48510867
0.69416094,0.6558666,0.708609,0.6521944,0.42899668
0.53472584,0.5872044,0.580195,0.6452688,0.4279249
0.5102872,0.52944136,0.5905698,0.55863875,0.41183615
0.5315805,0.6202731,0.67229044,0.5983721,0.37047634
0.49430665,0.5155555,0.6745649,0.5339382,0.4034306
0.5431725,0.6072766,0.6639834,0.57396185,0.38059804
0.5831484,0.6534301,0.68694603,0.5963163,0.35709333
0.57118684,0.5428797,0.6918989,0.61300355,0.31931996
0.59585744,0.5237605,0.64560986,0.6028314,0.31291482
0.66371435,0.62322384,0.69378996,0.6200842,0.23795116
0.57974935,0.558112,0.65484,0.5637117,0.2500581
0.5664536,0.5525367,0.6007402,0.6045856,0.3390813
0.63052034,0.6367577,0.64743924,0.6661114,0.40982062
0.7366989,0.7320774,0.69350797,0.7074902,0.41095558
0.5257116,0.64493465,0.52803665,0.5320915,0.31932044
0.58196497,0.5579002,0.64797896,0.6107066,0.28303975
0.62122107,0.5550293,0.63251257,0.65031004,0.3396734
0.7173745,0.6516059,0.76795316,0.6092034,0.45289347
0.5506563,0.5652994,0.58632976,0.49069804,0.47659522
0.5544065,0.62214583,0.5860905,0.4661978,0.44161424
0.5733272,0.62918025,0.59802943,0.43348143,0.40459707
0.52407646,0.59494114,0.6174978,0.5518412,0.4441977
0.5266664,0.5466748,0.5490221,0.51041645,0.48544982
0.42787015,0.5105126,0.59819555,0.53868794,0.5474684
0.56773233,0.6564686,0.64441323,0.5678678,0.5446618
0.56548256,0.63184893,0.6745785,0.5242706,0.5286414
0.5887425,0.6741085,0.65011513,0.5458351,0.5259961
0.662496,0.6862459,0.76224965,0.67341095,0.5378251
0.5638966,0.6272787,0.649162,0.6104631,0.5764782
0.58093375,0.62592494,0.69905794,0.5804228,0.5501346
0.59503984,0.49397433,0.5916163,0.53858495,0.4538238
0.55738956,0.54081166,0.6457282,0.55623263,0.41971496
0.6273293,0.61651766,0.67686456,0.58829135,0.38223705
0.56979215,0.5024965,0.72583926,0.5867466,0.38848734
0.6745736,0.6887253,0.74086964,0.6346783,0.39269322
0.65755516,0.5618981,0.6300804,0.5666657,0.39024404
0.50351954,0.62444913,0.6450559,0.46201152,0.4425464
0.6308366,0.65477544,0.51767457,0.57439375,0.515147
0.613996,0.56021345,0.6152183,0.5988995,0.5866522
0.57064974,0.52849483,0.6603663,0.56909245,0.55833554
0.60352224,0.62714726,0.6967951,0.5781954,0.5057168
0.673245,0.64297974,0.6305618,0.57137215,0.47952434
0.53672886,0.4405118,0.6125431,0.51781636,0.5704018
0.63592803,0.61947536,0.6519458,0.52670664,0.65948105
0.5641832,0.63795733,0.6350043,0.6055036,0.6360738
0.5437277,0.48299924,0.6296127,0.5960513,0.59790635
0.58774924,0.54053664,0.70181936,0.55618817,0.55911535
0.5907732,0.5747185,0.7006432,0.61501545,0.5387043
0.56638026,0.5901437,0.6123569,0.5807069,0.52109736
0.63771933,0.56403285,0.6076847,0.65553373,0.50864863
0.48164302,0.5521599,0.59935397,0.62606406,0.5623455
0.55243075,0.59050083,0.56855136,0.5309698,0.5977431
0.56864125,0.6622118,0.66616905,0.5448522,0.4844048
0.6156706,0.5361897,0.680402,0.5267951,0.4649669
0.54402316,0.58419836,0.6697267,0.6025049,0.49225438
0.58490145,0.6210814,0.7019862,0.57914275,0.5000651
0.57610655,0.62586135,0.6270357,0.6018782,0.5090146
0.68289316,0.60250807,0.62175405,0.5869391,0.47253686
0.6656287,0.56925005,0.70943785,0.64115065,0.40827703
0.6184742,0.58838224,0.7313125,0.61925083,0.45647347
0.6090425,0.623433,0.6990252,0.6234843,0.3888589
0.66109675,0.6905616,0.6933865,0.63930285,0.37325725
0.6353903,0.59553456,0.6061608,0.65856135,0.35927778
0.65041804,0.6020706,0.70925236,0.59359264,0.36261398
0.6213668,0.6023707,0.70525295,0.6027024,0.48760098
0.63433015,0.64308786,0.72664434,0.6850047,0.46769476
0.5196474,0.6033934,0.7815981,0.6278189,0.36660767
0.68706954,0.65868926,0.7848611,0.5964986,0.43375236
0.62980586,0.6387014,0.6986772,0.5706768,0.36735487
0.6464159,0.66042227,0.69158864,0.63215655,0.48287755
0.689548,0.6698446,0.7341891,0.66037613,0.48258686
0.53366977,0.56567925,0.6098528,0.5936758,0.5046587
0.5719224,0.51749927,0.6563378,0.59540415,0.46881658
0.70402426,0.6058101,0.696499,0.6806567,0.44406915
0.55863965,0.5317802,0.62296563,0.5492909,0.49730054
0.5877004,0.6315683,0.687523,0.7072798,0.48963553
0.5794602,0.58010215,0.5516582,0.54285425,0.4776531
0.5381467,0.37737525,0.63728964,0.5021858,0.5365722
0.6106202,0.715852,0.7533699,0.56693244,0.56040543
0.67619455,0.68638366,0.6477746,0.6325394,0.52510095
0.5505415,0.50446767,0.6138463,0.5303907,0.44932193
0.49938965,0.54393643,0.6465596,0.5167663,0.49199772
0.54696083,0.50825095,0.6803231,0.49624807,0.52932537
0.68419755,0.6529932,0.7659018,0.7237585,0.48130643
0.5928532,0.5263316,0.5686201,0.6164131,0.44199917
0.6412908,0.5658491,0.63750046,0.59303075,0.35938928
0.5771995,0.54876626,0.68268025,0.48394665,0.33917463
0.58603483,0.5505168,0.61331594,0.6687254,0.4012521
0.6410866,0.6189743,0.6485426,0.5498172,0.3469599
0.59859675,0.58465195,0.63659155,0.5622613,0.32631013
0.5391542,0.5936842,0.7697868,0.5500315,0.28802347
0.55906266,0.5497549,0.62456924,0.53293335,0.37344113
0.45770627,0.5399752,0.5919063,0.6027622,0.39155105
0.5298745,0.6019053,0.60320497,0.57767445,0.38701236
0.6440279,0.6030383,0.7418349,0.66967785,0.4609774
0.5329628,0.61266303,0.6851649,0.5732233,0.42159936
0.54502064,0.49403092,0.7213137,0.59931713,0.42155153
0.5840245,0.6334472,0.61047846,0.5601908,0.4319364
0.6006882,0.6361254,0.6397188,0.5662664,0.4499151
0.526013,0.5488749,0.62952507,0.5686995,0.50576293
0.5660213,0.56206405,0.6771382,0.72075164,0.44616127
0.67789125,0.60685253,0.712235,0.60687953,0.5070531
0.6575423,0.6820933,0.6499092,0.6803709,0.4886604
0.5819639,0.60174614,0.59972066,0.5991033,0.47735828
0.50106746,0.5882047,0.62130564,0.58492285,0.46549577
0.6116512,0.5805199,0.5963217,0.5618732,0.5271735
0.6141596,0.6243443,0.6579015,0.648325,0.42845386
0.53996223,0.6499592,0.73567426,0.6084372,0.45159423
0.6164275,0.56260437,0.6089239,0.5567149,0.47146645
0.6442024,0.5571898,0.70446014,0.53567946,0.507612
0.5910284,0.6377542,0.6804334,0.53692055,0.4414238
0.6256772,0.606941,0.61766267,0.62454826,0.45127437
0.63303363,0.53159875,0.78202856,0.6762278,0.43449295
0.52494746,0.5579762,0.57791543,0.5927044,0.5397992
0.6161162,0.5673631,0.69310606,0.60999805,0.52990973
0.5639058,0.62751144,0.6419054,0.72247726,0.5534095
0.7250442,0.6334579,0.7798929,0.7431288,0.50182873
0.5181048,0.5894452,0.5876609,0.5516173,0.44162
0.53943324,0.6105581,0.7037066,0.5415,0.38721046
0.54565215,0.645375,0.6095177,0.6846963,0.3309338
0.5913192,0.5474202,0.6305573,0.54219717,0.32867458
0.5630219,0.62540054,0.6300063,0.5861578,0.3333305
0.65423745,0.6240596,0.7439264,0.5657881,0.4050622
0.53253347,0.61992466,0.64638305,0.59790653,0.42642805
0.54327136,0.58977646,0.68436205,0.5504511,0.4074186
0.5469125,0.6032956,0.58033806,0.44584563,0.33586127
0.5151566,0.5511802,0.71188736,0.5936658,0.32751134
0.6315077,0.5811498,0.68070763,0.5904642,0.41214886
0.5810112,0.6388351,0.59786904,0.5698948,0.5154418
0.5688976,0.5508543,0.6384705,0.55894756,0.49968797
0.6406729,0.61790454,0.6504598,0.60355914,0.48260093
0.6116896,0.54730153,0.6876909,0.63887775,0.4725394
0.53356624,0.4604707,0.5664068,0.5194078,0.5261248
0.49810076,0.5887172,0.5854195,0.5574505,0.50335044
0.6153321,0.5642729,0.77191436,0.6249971,0.56077754
0.55876106,0.5417593,0.7683339,0.6166846,0.51235545
0.5277152,0.5870205,0.5911241,0.54165053,0.41115183
0.5967625,0.5221962,0.78334385,0.60834527,0.38170213
0.63773346,0.73424673,0.76967525,0.69370925,0.49159175
0.63364315,0.5849123,0.6398765,0.6219915,0.45540377
0.65255463,0.6253774,0.72977006,0.66393954,0.3843357
0.63133967,0.546565,0.642133,0.7037082,0.49406126
0.59750795,0.6130291,0.70529854,0.64673764,0.4571433
0.6354668,0.5825637,0.60206336,0.5869868,0.57078826
0.55810606,0.53218436,0.67688155,0.62726796,0.5668058
0.6162493,0.55428237,0.68323815,0.5895679,0.50260925
0.5993535,0.6067464,0.73101234,0.5602253,0.49553922
0.61472356,0.58134705,0.59482384,0.5908078,0.39523602
0.54183584,0.60167074,0.6272882,0.69877625,0.37627393
0.6098301,0.58372617,0.618628,0.62824273,0.3525327
0.61533403,0.61002535,0.7487183,0.6451767,0.29804277
0.5550654,0.6380402,0.6158486,0.5779545,0.23029444
0.5300361,0.56119806,0.68425655,0.57278556,0.28109625
0.66734016,0.5962282,0.6928995,0.6325619,0.34993523
0.67195326,0.6066884,0.6616776,0.5306408,0.3323729
0.5466378,0.5969082,0.6964186,0.5192647,0.36486965
0.5029985,0.63075143,0.6707424,0.49838835,0.37423784
0.41733652,0.5045151,0.522918,0.5485257,0.39798293
0.52669555,0.5832957,0.6826718,0.5505421,0.45501772
0.61791575,0.5917019,0.79207766,0.58336467,0.4652808
0.59015894,0.5002175,0.5789165,0.57495224,0.4342117
0.5839922,0.59410113,0.64692336,0.56592906,0.41668144
0.6166366,0.59661317,0.6856799,0.61138976,0.41306877
0.55048746,0.58171546,0.6836612,0.5618165,0.42738104
0.5521604,0.5487676,0.5159235,0.55517465,0.4931997
0.66081345,0.6162926,0.71156335,0.65230626,0.5370527
0.54571193,0.513234,0.6941625,0.62061524,0.5973883
0.5712528,0.6205082,0.6088438,0.5485131,0.6099259
0.5870314,0.6913768,0.72943616,0.5968673,0.6855023
0.43174645,0.56560105,0.53988785,0.5099236,0.642011
0.615864,0.5246738,0.69616455,0.56491625,0.566516
0.54834884,0.4954339,0.5230263,0.47397473,0.59342134
0.6357903,0.57068324,0.71471244,0.646484,0.50075775
0.59550613,0.5669731,0.6026144,0.53766155,0.48452368
0.5930219,0.47957626,0.6690912,0.5946916,0.52894574
0.64083517,0.5487156,0.6899538,0.5384335,0.5153316
0.5773064,0.62968016,0.7146579,0.7099179,0.48743314
0.52521765,0.59208393,0.61291414,0.48895058,0.51411855
0.61852646,0.6295296,0.7279066,0.7041922,0.5051909
0.5293962,0.64596987,0.76444745,0.7008607,0.52976525
0.60869896,0.6071979,0.68694866,0.67094755,0.47331464
0.6378954,0.5989839,0.62184864,0.5522121,0.5010725
0.5901428,0.62374556,0.6394676,0.6113581,0.45023572
0.61695814,0.61851805,0.660382,0.58617693,0.4657258
0.6352396,0.57537836,0.6299568,0.5574353,0.4052698
0.5444344,0.62883687,0.66072977,0.59435576,0.33985502
0.5399201,0.60002136,0.57352203,0.62504494,0.33128262
0.655419,0.685646,0.6668684,0.6494267,0.39267388
0.62055176,0.6640643,0.70336086,0.61116165,0.43037346
0.57076675,0.48472464,0.5618127,0.5273652,0.40336034
0.5734153,0.52029467,0.6479249,0.4992135,0.39636233
0.6200045,0.5345742,0.51593107,0.5535965,0.47593164
0.57540774,0.5555413,0.64088905,0.55316794,0.4821141
0.5909199,0.5599908,0.6495827,0.5480645,0.49887413
0.4979629,0.5730649,0.64553106,0.53535753,0.5390641
0.6100654,0.47333825,0.59342206,0.64361787,0.49136454
0.64709085,0.5700128,0.6562935,0.60752124,0.53017056
0.56937283,0.601954,0.67918915,0.4980222,0.53889185
0.59031105,0.59767586,0.6923163,0.6110839,0.52529067
0.6732135,0.586857,0.6822326,0.60042703,0.5672458
0.65158963,0.6607713,0.6866241,0.66190815,0.6172942
0.5627928,0.56873864,0.5957884,0.54383767,0.6294385
0.64206743,0.540114,0.6483237,0.5952111,0.67846394
0.5493886,0.59346724,0.67592895,0.5776416,0.57610375
0.7572924,0.6196446,0.6979716,0.6433289,0.5911101
0.55730635,0.49186823,0.65535724,0.59453446,0.5910811
0.4909588,0.59474564,0.62027043,0.52951163,0.5996286
0.48183987,0.5708698,0.64464045,0.5856733,0.5645956
0.5816845,0.5860589,0.66002154,0.6396937,0.41838855
0.50537467,0.550767,0.6604534,0.5074126,0.44979626
0.6185042,0.69120395,0.5949182,0.64462084,0.3500067
0.5126943,0.57211727,0.63155925,0.58708847,0.45763943
0.5769239,0.46858808,0.6747045,0.5741647,0.45756668
0.60749424,0.6436878,0.6382419,0.5885154,0.4579532
0.5687029,0.46352944,0.60415024,0.59539765,0.52595824
0.6269085,0.5826569,0.739692,0.61434627,0.5267926
0.5390879,0.56370425,0.6628106,0.6421231,0.47065848
0.59062284,0.65739053,0.7560513,0.61267793,0.46438935
0.6271665,0.5201137,0.63421696,0.546917,0.2678485
0.5480726,0.48965403,0.67270494,0.61194223,0.33234444
0.6511942,0.6256779,0.71812326,0.6337045,0.3070767
0.6561912,0.71277076,0.74556136,0.62282294,0.39861023
0.5890864,0.5644083,0.6758525,0.5121219,0.44303042
0.56550264,0.65193814,0.6470506,0.6454109,0.38782787
0.56275403,0.5261136,0.5493459,0.56071496,0.41468376
0.5973056,0.5944014,0.7025865,0.71465474,0.40610975
0.6318098,0.614098,0.6972569,0.5909695,0.44837263
0.5401558,0.51575464,0.72349846,0.57806,0.46543762
0.562469,0.5818924,0.61479867,0.5627102,0.4203176
0.5992546,0.58971274,0.69020206,0.59101427,0.45041746
0.47371554,0.6204829,0.624822,0.56553113,0.4152982
0.57810074,0.67779267,0.629333,0.56122446,0.46763507
0.5192056,0.51999813,0.5986137,0.6094212,0.4873967
0.6465745,0.5682075,0.6155598,0.5719387,0.43417883
0.7078883,0.55746764,0.6501219,0.5791233,0.47784743
0.55371237,0.6292169,0.6107535,0.5533233,0.45729038
0.5168631,0.5176781,0.5887301,0.5579649,0.39845172
0.57490236,0.56686455,0.6434807,0.60475,0.34611514
0.547317,0.51614875,0.5661361,0.6068088,0.32400903
0.56772846,0.44820583,0.6177069,0.57063675,0.33922276
0.53870606,0.52264225,0.49413323,0.5412965,0.28560987
0.5426055,0.58581406,0.47114235,0.5757775,0.2751177
0.52990276,0.47874674,0.6198052,0.5345699,0.30285117
0.60703325,0.43646115,0.6770959,0.61109924,0.30528462
0.62249887,0.616889,0.6348791,0.68411136,0.34074503
0.65672815,0.5180418,0.60347104,0.659951,0.38011926
0.65428257,0.6792404,0.78473943,0.59166807,0.4113008
0.5932666,0.47543818,0.6532302,0.54258424,0.36337087
0.53889316,0.51559937,0.64043087,0.54404145,0.48112747
0.62682617,0.66794765,0.7222439,0.74233,0.55313355
0.5008265,0.5023518,0.6236499,0.6006213,0.5473043
0.48906597,0.54914814,0.5545074,0.49224398,0.5436495
0.5643743,0.60872024,0.60053235,0.54483175,0.6074513
0.6334922,0.6844157,0.7372274,0.59935176,0.6277897
0.5345977,0.5680529,0.661793,0.65471256,0.6058611
0.58281016,0.6034478,0.64092714,0.5856098,0.63158137
0.72856915,0.6985774,0.74073476,0.65337574,0.56040424
0.56631905,0.6108077,0.6325542,0.56368613,0.5251781
0.6147833,0.53548694,0.68636566,0.5950727,0.52049077
0.6908252,0.65933704,0.690652,0.65877116,0.5779721
0.5458548,0.56981546,0.6661185,0.63393223,0.5099069
0.641696,0.585251,0.7484908,0.644817,0.5485781
0.6316552,0.6459964,0.7062654,0.580434,0.62749517
0.61948305,0.5473467,0.6581261,0.6120859,0.5556345
0.56499565,0.6241437,0.5915853,0.70031345,0.59945524
0.5168125,0.54655313,0.6098294,0.47295275,0.5907647
0.60920525,0.59471667,0.6351745,0.6195745,0.4534343
0.55495286,0.65053284,0.65314156,0.5436841,0.43181556
0.54470384,0.5051302,0.69560534,0.59757394,0.4557418
0.54477364,0.6041623,0.6842965,0.5636184,0.4057087
0.5372776,0.57187307,0.62117887,0.4860466,0.38438028
0.6057469,0.51230675,0.57539165,0.49969122,0.45472828
0.55638486,0.5459926,0.4871947,0.5904875,0.4553421
0.5125106,0.49802616,0.6224142,0.5240664,0.51892406
0.46472445,0.57481754,0.6690704,0.61405736,0.510793
0.505316,0.61616033,0.57968956,0.5836854,0.44233304
0.5860608,0.5148132,0.67509115,0.56046385,0.4273178
0.6181414,0.5513724,0.62979597,0.6147373,0.31861475
0.62430364,0.57995784,0.72043693,0.652982,0.347798
0.60045874,0.552401,0.69436157,0.67586356,0.3441843
0.51274645,0.60719836,0.6168713,0.3927226,0.47200608
0.54844993,0.59845906,0.6198525,0.6188109,0.6157532
0.56006765,0.6120666,0.6552701,0.546378,0.61499774
0.6220619,0.5996374,0.6317977,0.50547886,0.55504775
0.59705496,0.5382675,0.64802104,0.49694982,0.5755612
0.53402203,0.5616566,0.72305286,0.50989324,0.656268
0.5648785,0.6240672,0.76708937,0.5719853,0.6603945
0.5832853,0.58516836,0.58013374,0.58600205,0.613831
0.55078727,0.6280055,0.6564741,0.5474612,0.5475613
0.6240272,0.6297901,0.628236,0.56081474,0.5472385
0.5919591,0.4913325,0.7233461,0.6761098,0.5248824
0.6336837,0.60940987,0.6841811,0.62386245,0.53612095
0.7134676,0.7604451,0.76184595,0.6429322,0.5768889
0.55260557,0.54352736,0.5581935,0.48047128,0.518312
0.63433427,0.5805404,0.6901335,0.6208247,0.46957475
0.5640998,0.54525024,0.6389277,0.4528813,0.52239805
0.54008627,0.6421674,0.66957027,0.629957,0.5544377
0.5493312,0.5301639,0.54425085,0.46514812,0.58451915
0.6935595,0.627858,0.7089397,0.7243107,0.5120422
0.5946854,0.67874646,0.63155395,0.5722815,0.5499844
0.64500415,0.5881733,0.6276164,0.6335087,0.5695956
0.7363912,0.6785263,0.7673771,0.66305363,0.5324881
0.53665715,0.660396,0.7537113,0.66721785,0.61399037
0.64679176,0.53660953,0.61890435,0.5591147,0.5897132
0.62129164,0.65067744,0.67841136,0.58370614,0.49543297
0.60481495,0.56262475,0.6855837,0.60092276,0.48155582
0.6739009,0.4448039,0.6195319,0.5441494,0.5461162
0.58475286,0.6563256,0.70712674,0.70063716,0.62734663
0.6558502,0.64094603,0.65952843,0.55286396,0.61396223
0.5447399,0.56358594,0.64644337,0.62556684,0.55769587
0.54211956,0.62221974,0.6161675,0.647751,0.53999305
0.5501671,0.5676716,0.6765316,0.6505437,0.48002204
0.53844106,0.5156036,0.63093126,0.6756157,0.481167
0.6207615,0.5922352,0.64676815,0.53565234,0.5076512
0.5830188,0.6448364,0.61583054,0.6029199,0.5156118
0.58512247,0.63402104,0.62777346,0.66956437,0.5157413
0.57414234,0.5407099,0.7263868,0.6590762,0.42986992
0.58989257,0.5977984,0.54923403,0.6118041,0.4270735
0.5798156,0.58409274,0.7216785,0.5769923,0.5333245
0.5479586,0.52611375,0.6271107,0.54544526,0.45657247
0.64507294,0.6130951,0.6376589,0.6310015,0.5647901
0.52542263,0.48777893,0.6544656,0.5190404,0.5755234
0.56822646,0.6273553,0.6128957,0.56558394,0.4835536
0.5957612,0.58066285,0.7641699,0.5736089,0.5362345
0.5988139,0.5456746,0.6753889,0.61242396,0.5057065
0.5439836,0.5542368,0.638909,0.5626344,0.52099216
0.5966928,0.5553544,0.5995486,0.6326866,0.5175105
0.6359011,0.56761956,0.7086786,0.4938165,0.5402644
0.6496,0.5646559,0.6467464,0.54045403,0.61065173
0.6182716,0.523547,0.6705458,0.6096155,0.60638535
0.59619856,0.56935334,0.67434484,0.6030516,0.527356
0.5770132,0.5570726,0.7416004,0.64341915,0.4954994
0.5167397,0.61225563,0.5943049,0.5371001,0.49718562
0.5387505,0.51935565,0.6865629,0.5676755,0.4631188
0.56309295,0.5254133,0.6586197,0.55395746,0.40021706
0.4670716,0.4988045,0.67467856,0.58920455,0.45939368
0.59135413,0.584833,0.7126204,0.60157746,0.46902245
0.6420517,0.6094554,0.7139487,0.6449716,0.43115932
0.6142577,0.5913818,0.6691127,0.5395016,0.37674075
0.65199834,0.65785736,0.6984658,0.6377939,0.33802995
0.58385515,0.62118703,0.625757,0.6727876,0.22292861
0.6581271,0.5762765,0.7836175,0.65241146,0.30236855
0.5730072,0.5968597,0.51616824,0.5028225,0.29648054
0.58139265,0.6729486,0.7938963,0.64320606,0.37089652
0.63695896,0.65569836,0.65458155,0.5847751,0.43507442
0.64893615,0.70679885,0.65837336,0.5371085,0.52399105
0.62549186,0.5214617,0.6804005,0.6058584,0.5096925
0.60180944,0.69301903,0.5937524,0.5909767,0.5073167
0.6211175,0.593086,0.61326456,0.63272846,0.5105064
0.60516685,0.64156973,0.6444901,0.67829096,0.45438784
0.66623634,0.57441473,0.65014195,0.62847114,0.46398705
0.59965813,0.6239956,0.62537456,0.6184393,0.31524873
0.58122677,0.56145567,0.7169093,0.57821953,0.39588663
0.5598498,0.4440434,0.6042465,0.50744677,0.42381927
0.5836634,0.600409,0.5652659,0.6615695,0.47004387
0.5832928,0.53795826,0.6287053,0.59636194,0.50739807
0.4820963,0.63505924,0.6387619,0.5978466,0.4411
0.5930427,0.560984,0.60368764,0.62769115,0.48730445
0.572171,0.65949124,0.6971915,0.64780855,0.4616185
0.6690021,0.64438206,0.75985825,0.6171667,0.43540353
0.5050169,0.590885,0.63525534,0.5855212,0.43690717
0.66177946,0.5998858,0.68774986,0.5965861,0.42599812
0.6105056,0.5868265,0.7528539,0.6695632,0.39671752
0.6228527,0.646968,0.7055647,0.5251686,0.43483627
0.57538563,0.6789083,0.67037874,0.5912194,0.42180902
0.6478048,0.7302792,0.6678668,0.61636513,0.4478361
0.62616926,0.58825004,0.711099,0.5819037,0.496301
0.634356,0.63833654,0.5881871,0.5340307,0.5703397
0.6050957,0.55333096,0.5559201,0.5543147,0.58279485
0.581569,0.5209692,0.7065784,0.5587736,0.56500345
0.67218286,0.5934423,0.7403824,0.5608596,0.57006675
0.71216106,0.65440553,0.7342139,0.54547215,0.57220596
0.663832,0.52258384,0.59601754,0.6256118,0.5326164
0.6664203,0.6632792,0.6609828,0.552084,0.55188125
0.66420436,0.51771796,0.63012564,0.6246805,0.45111644
0.6161389,0.575788,0.68101543,0.5403294,0.34095424
0.64818573,0.5549509,0.64927435,0.7091336,0.39133364
0.58002734,0.53479314,0.6127187,0.56120896,0.4200834
0.59829104,0.54483503,0.6962951,0.5707846,0.40393108
0.560582,0.6035061,0.69538915,0.5654092,0.46712956
0.5790585,0.579342,0.6815952,0.52568716,0.50540143
0.60549444,0.55949026,0.69105613,0.49495557,0.4376483
0.54765564,0.57587487,0.6580392,0.5488404,0.4253827
0.60378397,0.6043148,0.6768574,0.581305,0.3613903
0.5000844,0.6622883,0.55485326,0.53495365,0.35718235
0.59184146,0.6437864,0.6560888,0.56745136,0.324211
0.6040979,0.5987272,0.70008934,0.55597615,0.3543216
0.6245681,0.6279733,0.67268914,0.5788157,0.35686943
0.5753733,0.5884911,0.7073444,0.69333863,0.29346302
0.7051625,0.62845725,0.75019294,0.6331314,0.39344478
0.5542399,0.5222951,0.65751094,0.5956228,0.25052452
0.60865486,0.58358467,0.6515651,0.67351484,0.27704278
0.56764835,0.66272557,0.59129614,0.5648169,0.29860535
0.5307932,0.61000854,0.53518564,0.5855523,0.38338757
0.49500787,0.58353347,0.5925394,0.5642551,0.2951379
0.61475307,0.5928081,0.7198652,0.59917414,0.31571195
0.50606704,0.5164705,0.59061885,0.523602,0.3536526
0.52114636,0.52570915,0.56165934,0.48743764,0.4098478
0.6547902,0.63977313,0.70864475,0.639015,0.4614441
0.55381626,0.58038354,0.6482746,0.58745664,0.45147613
0.6134664,0.5366074,0.6740281,0.5773473,0.46227646
0.57373965,0.64269245,0.75824577,0.63842136,0.50845504
0.68401533,0.6927049,0.5867311,0.5889703,0.52374095
0.5444017,0.5882055,0.6422018,0.56896013,0.51732546
0.55377793,0.4920375,0.60790306,0.5474552,0.5046167
0.5703897,0.5418708,0.728072,0.63024634,0.5749206
0.45846874,0.5122727,0.61119634,0.5779356,0.48265553
0.56823635,0.5272792,0.6537531,0.53261954,0.49603638
0.47937158,0.58188134,0.5721531,0.5208995,0.5260237
0.6066128,0.48366773,0.7264138,0.63659716,0.49063152
0.58148694,0.6074294,0.5927479,0.61265594,0.44294435
0.5880096,0.65820444,0.72350454,0.6646297,0.53292716
0.64787036,0.68239117,0.7490931,0.6642971,0.5583236
0.58991146,0.56435305,0.557903,0.5104492,0.5786915
0.6250481,0.63502264,0.6768866,0.5732516,0.55749923
0.6941519,0.5465566,0.6792191,0.61070955,0.55881715
0.6332642,0.51760566,0.6923111,0.58703995,0.5659953
0.570207,0.66904545,0.6634553,0.57629836,0.54859614
0.68732387,0.52434826,0.7252264,0.61189425,0.47944534
0.6345859,0.5402148,0.6144456,0.49959934,0.39635843
0.59165597,0.49970502,0.6585788,0.581387,0.36908075
0.62478155,0.59642166,0.641109,0.4941394,0.39556044
0.49289763,0.4652748,0.51993996,0.57171714,0.49769148
0.5307824,0.49080294,0.6320883,0.4997338,0.4753203
0.51551056,0.47050682,0.5832926,0.5497509,0.43397045
0.5892283,0.45627174,0.6128377,0.5497022,0.49907535
0.57970846,0.5505573,0.5321305,0.5210902,0.5948176
0.556636,0.6056842,0.7066036,0.6113496,0.59185725
0.6137655,0.5223141,0.5917622,0.51706326,0.5281499
0.5930307,0.61655635,0.6344468,0.59026587,0.452648
0.61168176,0.5807608,0.6503498,0.65018874,0.4006523
0.5192364,0.5900737,0.56535083,0.6050197,0.34416437
0.4962276,0.645268,0.57764554,0.5021143,0.27241698
0.5497349,0.57798827,0.65024066,0.53806096,0.2306092
