Endemic_Potential_R0,Endemic_Potential_Duration,Demography_Urban_Rural_Split,Demography_Population_Density,Environmental_Index,Socio_economic_Gini_Index,Socio_economic_Poverty_Rates,Communication_Affordability,Socio_economic_GDP_per_capita,Socio_economic_Employment_Rates,Socio_economic_Education_Levels
230.68568,22.935696,0.52032584,247.3722,0.2089591,0.10230659,0.37113142,0.47078872,8359.464,0.8284502,0.6276785
14.787026,17.253246,0.45194474,212.46518,0.59727883,0.6114527,0.3686068,0.89906454,48909.965,0.6603821,0.41705695
2.434179,18.187754,0.35326734,297.28143,0.78858733,0.67144877,0.8314911,0.6953263,1190.159,0.77197295,0.59552556
1.5200467,4.4745703,0.52090865,345.2992,0.3586236,0.94783485,0.30525628,0.66486174,21341.102,0.39813945,0.7441573
15.852949,9.997881,0.32303667,1062.8275,0.2268703,0.47330844,0.7519959,0.57924247,9226.02,0.2988005,0.86158806
3.2398756,3.5244792,0.4376147,213.69467,0.547907,0.72871083,0.269836,0.34898898,2703.236,0.775634,0.5795961
2.5312216,9.767917,0.64839196,167.48479,0.886213,0.18325287,0.63396066,0.34296283,6722.0303,0.5668885,0.577233
2.40539,6.6195297,0.7568395,108.58279,0.30532494,0.73141164,0.48847243,0.81559676,13104.061,0.68261456,0.5386848
4.4936485,7.6494203,0.5843825,502.76523,0.82984215,0.5578101,0.58029366,0.30862868,1969.8727,0.8415559,0.18619765
1.3911709,4.046893,0.68218905,1903.2941,0.6112449,0.57979673,0.61024725,0.37292048,5642.0093,0.6473003,0.70229405
3.8702402,5.551591,0.47284156,523.88086,0.21102376,0.87276256,0.40228504,0.46231645,7162.609,0.40919706,0.52690977
2.622201,5.870886,0.6116585,236.15477,0.3507159,0.80897707,0.34826276,0.4992364,35411.496,0.36733133,0.85681254
2.4888117,2.8275,0.42651984,275.44125,0.759345,0.6682663,0.60036993,0.34346578,3062.0974,0.44005728,0.60073274
15.137192,11.836704,0.7515781,2000.0,0.3767459,0.29516202,0.6332645,0.66828567,14174.167,0.80282474,0.66814005
4.885337,5.713036,0.76997507,222.31004,0.7327016,0.14337012,0.36567897,0.9068333,17186.354,0.13248622,0.50064063
1.6600636,11.511996,0.6450042,258.66928,0.1542288,0.42829677,0.5322007,0.695681,2507.337,0.450853,0.48187518
5.1581235,2.3432546,0.48810372,222.65012,0.84128755,0.9176974,0.3352061,0.43836087,6437.4688,0.8366637,0.439171
1.4149766,1.4113882,0.73272663,45.914455,0.51264507,0.87409014,0.3282451,0.45695284,14349.467,0.6694199,0.26290402
2.4466267,15.733604,0.47135586,700.87976,0.12175147,0.40481257,0.7357533,0.5406609,27279.646,0.71780825,0.8001057
3.3258042,14.197203,0.4814187,261.30426,0.21061799,0.62416315,0.6039612,0.4558172,10131.636,0.30612287,0.54995036
3.499725,5.8996224,0.49872446,412.53778,0.435997,0.3407856,0.5098359,0.824911,3063.6125,0.7198013,0.87261844
4.801148,3.3999898,0.7543942,206.2387,0.29409078,0.4690317,0.45221564,0.54439646,31225.568,0.50293356,0.88763636
4.322332,7.1501956,0.15992859,97.73961,0.6005424,0.7792828,0.6413841,0.14830802,6938.942,0.4696275,0.45778653
2.3181376,21.872946,0.41190472,221.23215,0.87176055,0.5842811,0.66805494,0.35944128,58837.5,0.64672375,0.6979231
2.4860685,9.372857,0.6028687,334.60556,0.59681916,0.7079972,0.6473437,0.43125746,6010.5977,0.890793,0.4311577
102.53386,29.731014,0.68619156,233.12968,0.41766295,0.09897169,0.736971,0.64951706,19207.016,0.82399815,0.5877152
3.8144293,9.302292,0.3522274,273.03534,0.78331876,0.36147404,0.8266661,0.4168664,1696.7225,0.41893598,0.56513953
4.240829,4.3410378,0.81977487,236.46861,0.27024883,0.11739998,0.28927478,0.37211436,45320.074,0.555631,0.7313281
1.7560996,7.922736,0.5864256,294.16483,0.54161805,0.5613322,0.9948205,0.33873183,2782.6833,0.86385626,0.4315257
4.7709937,2.3216898,0.35978812,140.29955,0.3639458,0.4347809,0.9361028,0.6386332,4654.786,0.2902605,0.8648713
2.3709106,6.516817,0.33142495,275.72195,0.5809749,0.29985538,0.34828478,0.25389558,4016.3088,0.35561916,0.7215375
5.078533,6.9941325,0.501727,299.79486,0.5590226,0.7617614,0.72326916,0.14793095,8209.283,0.12132178,0.8330524
4.903734,5.9307117,0.34426838,166.52628,0.16841687,0.7644691,0.7214855,0.45160753,3655.9045,0.4735401,0.58219314
5.559333,6.100827,0.40660164,639.3413,0.60769165,0.62252873,0.30145282,0.21701719,7434.923,0.43747666,0.21811026
2.2459214,7.65463,0.7720261,271.3882,0.6745962,0.61471224,0.21710432,0.3058116,16634.945,0.80806226,0.21446154
1.3976253,10.556616,0.0144372005,116.39011,0.83015865,0.34807888,0.47560686,0.31149012,2917.802,0.69618464,0.7739834
2.6436913,8.926988,0.49727458,767.70404,0.10986788,0.26496723,0.67529607,0.4555005,687.18036,0.75648177,0.6889053
3.2730706,12.423255,0.24157757,621.78265,0.38730258,0.60273194,0.33822626,0.21885112,15587.916,0.65831465,0.87768024
2.180383,5.5442457,0.4583783,139.62383,0.28730965,0.4505029,0.3780941,0.3462048,2175.588,0.43281415,0.79115975
3.2931902,8.644789,0.6509257,441.30322,0.47289982,0.17923531,0.75630236,0.162854,5257.4883,0.40835214,0.48567235
4.587175,9.356477,0.42359138,356.94482,0.20127138,0.66697186,0.5493626,0.11891406,5768.6685,0.36718845,0.50031847
4.478385,8.64861,0.381125,181.70354,0.5291444,0.13821723,0.37549943,0.7135051,4826.1626,0.59082675,0.7188529
4.194803,8.10824,0.76466584,405.68512,0.08954821,0.53361017,0.35486752,0.25969896,21550.447,0.82156,0.7594672
3.5664182,19.863022,0.30233872,39.402332,0.54942125,0.45635942,0.38559675,0.12039545,54478.684,0.8285934,0.7692538
159.4129,16.663363,0.46083578,57.312534,0.50760174,0.2240999,0.8200959,0.39098898,8102.8745,0.6023764,0.13810009
3.564774,9.1760435,0.4247579,386.43192,0.389597,0.24315836,0.50664485,0.511036,8981.018,0.5920794,0.81218886
15.386034,18.85667,0.68862665,41.737507,0.18534394,0.36312476,0.24401581,0.2739933,1853.5435,0.3909117,0.47470477
15.1366205,13.498624,0.3998329,257.8791,0.09637551,0.66888905,0.43154737,0.61361325,15063.641,0.71383566,0.5491655
3.114903,5.688041,0.45434502,155.02094,0.65421474,0.78337455,0.4030332,0.34784234,2502.794,0.550115,0.9761644
2.7475965,24.210867,0.60355175,1045.6277,0.71033907,0.87009937,0.3667715,0.3046972,7283.1006,0.3493462,0.32518086
2.9684544,11.765229,0.3246325,531.39056,0.049378175,0.25616488,0.6502169,0.83492297,565.3295,0.87857276,0.3210873
12.319631,6.6270175,0.12250375,103.32874,0.66243815,0.70134515,0.56843656,0.29181248,15649.801,0.7513598,0.62303513
4.3982553,1.2400537,0.15431292,417.0675,0.9069885,0.9207535,0.5803691,0.6666142,6106.5845,0.25405037,0.2701826
1.5765744,1.7372863,0.6020627,155.55804,0.46802887,0.1582597,0.59729,0.7765903,9511.691,0.8138333,0.7852862
2.568323,9.936299,0.29686496,190.34666,0.3922416,0.71822196,0.7564316,0.28520533,5232.7407,0.62732786,0.47778562
13.232233,5.253807,0.59097415,472.77713,0.25872952,0.448062,0.5503026,0.2917446,1609.3148,0.6477721,0.23216906
2.871607,9.569732,0.83076453,302.8288,0.3755213,0.52185535,0.6418587,0.52890277,46224.66,0.959095,0.53717256
1.6877553,12.208125,0.27122948,277.4659,0.35828796,0.8483956,0.30418277,0.17020066,6502.7886,0.53243625,0.22529954
1.7999649,6.37841,0.62997603,156.90549,0.382684,0.39918622,0.59720385,0.12155432,30362.072,0.5790718,0.37231144
5.0124145,6.2137737,0.47441489,1143.0383,0.15151508,0.87747663,0.564149,0.62033975,1301.805,0.757385,0.31427532
5.0912123,9.047637,0.3151826,185.3663,0.77661264,0.64839715,0.6606393,0.5260996,3211.7222,0.819541,0.4277716
2.9198966,5.8482175,0.7350366,598.9419,0.57287264,0.862814,0.3844544,0.6796167,8353.061,0.6535875,0.5698427
5.1693993,3.5921154,0.23582704,204.88504,0.5082245,0.20012748,0.48232955,0.7352228,9658.559,0.38606292,0.6521021
3.498879,8.007432,0.5106959,557.34094,0.7988212,0.77472466,0.6965755,0.31554157,1894.9298,0.96541893,0.59440154
4.556896,5.749488,0.84386253,1883.5618,0.34726766,0.77172965,0.3875133,0.3330175,20793.742,0.4854204,0.5059187
3.4500542,2.762193,0.67975855,222.11703,0.68165743,0.5151809,0.9618291,0.55709285,5210.7236,0.33707893,0.8443084
5.360529,1.7958416,0.4994936,64.27846,0.7829869,0.7630891,0.3855062,0.17539299,1846.7015,0.730786,0.56556743
3.2633493,7.108488,0.2794674,563.6781,0.62177706,0.29223925,0.8845701,0.22615431,6808.5786,0.3878292,0.6903682
2.6902199,4.6449723,0.9175641,232.21056,0.2830613,0.45551223,0.41268113,0.20877188,3840.7385,0.50328934,0.7829707
4.0261703,6.749323,0.85330147,163.60616,0.6661825,0.49197078,0.22118534,0.5547986,22959.818,0.39146274,0.66726923
2.0438156,3.267265,0.60524553,718.1665,0.10702692,0.61070585,0.6808301,0.5431311,2099.911,0.40058872,0.24150053
3.2868695,18.843513,0.64281946,185.18962,0.8325295,0.17884423,0.56088305,0.1607123,14461.0205,0.55675036,0.6662428
1.6693176,11.509019,0.57029885,592.8249,0.53384805,0.8420793,0.6724536,0.24657601,1594.6482,0.66548485,0.7426853
1.2,6.25518,0.6653659,70.25274,0.65464395,0.6425946,0.40693614,0.45824575,2188.3728,0.8701194,0.46127218
12.057886,12.434001,0.5900668,70.68393,0.19831724,0.74897844,0.23545507,0.439262,2440.2388,0.12824768,0.8753769
2.6044662,12.812414,0.47289738,376.4401,0.93629414,0.33918327,0.62275887,0.7063612,10099.106,0.70415175,0.6501581
2.5756118,19.340708,0.069193214,208.04599,0.043330707,0.48130518,0.7492346,0.24773216,1644.4558,0.69245625,0.32143664
3.1673396,7.269414,0.63362056,342.66663,0.70587987,0.48995635,0.55769295,0.15020593,4406.646,0.20187967,0.4220577
2.2048333,2.8031065,0.75196254,386.4314,0.399636,0.47876278,0.72717524,0.39303207,9366.406,0.436579,0.8466898
14.800618,11.430447,0.38905466,92.12497,0.22585708,0.8499124,0.7769282,0.21282075,11577.894,0.80055976,0.66450655
1.3936478,1.3748412,0.37604707,142.83395,0.19915526,0.66507554,0.36172765,0.6623203,3888.3967,0.29922423,0.66421473
2.8541095,14.907972,0.38691932,221.08908,0.5426179,0.25620985,0.29558626,0.18371463,4777.62,0.3624265,0.39419404
3.682389,9.410191,0.5476775,354.44815,0.17627694,0.3207362,0.3554915,0.70425195,12494.156,0.86696106,0.38451216
1.3303465,2.8437629,0.57504714,115.859985,0.76898867,0.5575595,0.34960634,0.37385362,6617.364,0.29312292,0.5467629
2.5419662,7.2563043,0.35005778,247.95685,0.18522537,0.80251443,0.578644,0.5077698,10547.813,0.56173146,0.37139475
3.1141245,7.9832087,0.52055985,47.83575,0.31775248,0.47861633,0.7839723,0.2417261,11845.588,0.34925973,0.60525066
3.436436,3.260048,0.41480458,948.05786,0.22013707,0.6574043,0.48862875,0.52107936,14142.728,0.82314014,0.94456434
2.5440984,4.117265,0.18490076,175.36717,0.68427575,0.86801374,0.4778401,0.04952264,33827.1,0.610546,0.97204655
4.3797617,7.347136,0.3829164,445.59668,0.11507463,0.14703646,0.9570308,0.4709439,1552.9358,0.7372821,0.4441353
1.4266376,1.0497822,0.5598543,138.72687,0.7063755,0.30274335,0.18431287,0.3039409,6681.5767,0.6859259,0.23770137
3.455268,1.214642,0.8611366,502.27216,0.32474583,0.70795465,0.6418476,0.28497362,2806.9375,0.23346218,0.7055231
3.8238482,2.1167061,0.11235562,190.31802,0.24364853,0.75231117,0.6465889,0.4026936,6882.7207,0.6113866,0.36366093
2.4353857,5.837294,0.4038165,237.68933,0.25978902,0.6172622,0.82326305,0.20237163,19846.314,0.38281378,0.45048633
2.544655,1.4776015,0.31131786,265.81076,0.36475682,0.5014563,0.65865415,0.3053854,17931.146,0.7048048,0.5613397
4.0934668,6.1988025,0.7985153,1828.9792,0.64851826,0.6868815,0.53820956,0.6455337,5381.11,0.74560755,0.49076387
152.38188,21.48783,0.35696906,339.27744,0.43186513,0.2840836,0.6654796,0.38640583,26244.256,0.4717261,0.67180836
14.984037,10.202883,0.3547083,725.2274,0.49593335,0.76639944,0.5744948,0.20798396,20094.002,0.0724417,0.22511983
3.402609,8.166635,0.38790128,539.2939,0.22101681,0.11140169,0.52320206,0.46293828,10377.519,0.3064868,0.5141265
2.059525,2.8728318,0.6729886,239.71979,0.4698083,0.83895075,0.3582862,0.58709496,9118.445,0.7913034,0.42874888
1.3269575,1.7504698,0.25674143,189.14445,0.5494543,0.84149414,0.7996389,0.4007943,1410.3546,0.6559423,0.52745813
13.996077,6.6504383,0.6787986,110.17119,0.5882173,0.281147,0.3320883,0.76873684,5756.76,0.8547293,0.48726052
1.8450165,5.7643275,0.10596877,276.8524,0.6333996,0.75669307,0.6751597,0.24367964,5197.1904,0.581145,0.6816966
3.2757518,6.077326,0.09642038,417.94962,0.26013735,0.78416246,0.38388693,0.7490234,6585.7197,0.50219613,0.70100015
4.4911923,9.034964,0.80092245,560.495,0.47561014,0.60777587,0.84030807,0.45196524,2007.6006,0.6216037,0.7219171
4.507701,8.104051,0.34159836,1743.0359,0.023855148,0.7363242,0.46099505,0.8021845,3380.3752,0.81425554,0.5695707
2.916884,10.080519,0.38896593,460.9616,0.6132273,0.62529254,0.8275136,0.37018934,2502.8599,0.12685984,0.53403807
1.5842326,9.839291,0.50944614,226.62122,0.27842453,0.41264382,0.7643309,0.41713133,2961.918,0.35262954,0.9081814
1.2703485,5.2470345,0.76150906,122.41883,0.7199254,0.5551847,0.18891779,0.19778866,1748.693,0.89563465,0.368264
3.2943957,10.262892,0.5688202,48.752914,0.2075437,0.26463425,0.74706405,0.1379544,2481.5364,0.7042266,0.5231244
3.9922242,5.0451417,0.5247548,210.10735,0.31905812,0.04046677,0.8000496,0.34214413,4030.806,0.6208136,0.5114599
4.943507,9.9670925,0.9085865,61.640938,0.4944954,0.55662626,0.4023459,0.17637637,2555.0923,0.3119736,0.8761237
285.67624,22.888414,0.6291822,377.05936,0.19317019,0.44448787,0.5191077,0.16437793,4691.6753,0.39347988,0.28508785
14.55096,13.2061205,0.7562792,936.6935,0.24251716,0.37206933,0.61937594,0.59302115,1773.2584,0.73764235,0.52438766
14.148493,10.115761,0.594392,120.48469,0.25994733,0.30751017,0.37622735,0.37908763,3338.8792,0.5862034,0.5755342
3.6792543,3.5452666,0.24578492,90.923454,0.55235535,0.8677714,0.59812415,0.44207904,8849.58,0.640731,0.4051068
1.1080719,4.638202,0.79788756,412.92502,0.8409444,0.5891257,0.8617979,0.50131994,2142.6938,0.08369218,0.6989757
12.709558,7.7986784,0.5829305,234.7755,0.17127255,0.47474763,0.9138322,0.3784256,3048.9067,0.4843569,0.6883925
15.826635,9.610942,0.46859428,840.8135,0.922182,0.5652046,0.22814722,0.24590406,7458.2905,0.76746136,0.68643254
1.4589515,11.675077,0.7139542,104.372314,0.39659342,0.39279354,0.6503154,0.60546124,5484.4204,0.827529,0.5832268
233.17259,23.154995,0.35327372,1002.7564,0.46202517,0.53391033,0.2935846,0.1792358,2545.4556,0.55174476,0.7497052
1.8881751,3.6732442,0.3922442,869.35803,0.6222041,0.8138361,0.87942225,0.8141297,5749.8267,0.8718264,0.413573
1.927052,10.508137,0.80010754,211.28024,0.11145781,0.19247293,0.38840225,0.15678811,9917.135,0.51499027,0.942845
2.2945323,2.7601955,0.6504643,167.30714,0.533611,0.9300819,0.43525884,0.42008063,10395.911,0.6129509,0.7244355
5.0062423,6.87084,0.5577452,1525.4205,0.5906658,0.63589376,0.60126364,0.33910975,3701.3687,0.41323376,0.94265103
3.3590405,5.294841,0.104800224,358.45953,0.629128,0.9247393,0.7992371,0.7029127,2002.9105,0.91221017,0.5265851
1.4841642,1.333928,0.95899385,1698.6967,0.82833844,0.3616329,0.8428992,0.29477534,2771.4644,0.566146,0.56059855
4.8249297,7.5416837,0.5739871,218.27315,0.54827535,0.64804375,0.9232518,0.24927314,6134.0977,0.412487,0.5179209
1.8525238,2.342244,0.47727314,278.37268,0.53245586,0.62153155,0.9300285,0.2830846,12929.252,0.4139799,0.8940026
1.844056,6.48012,0.64155746,244.76671,0.22663757,0.45862654,0.7228036,0.1023011,16260.928,0.550524,0.61618733
1.2189,3.6589415,0.2686238,275.7379,0.74556136,0.46668348,0.18564671,0.26232114,2697.6475,0.5184349,0.88869256
13.127305,7.905261,0.4546466,116.07329,0.5828871,0.5223702,0.16785437,0.81674445,5743.091,0.646239,0.5730961
2.3011024,6.3082004,0.48858625,499.95038,0.24997865,0.3863234,0.67513597,0.49077854,8606.641,0.22392753,0.74122036
287.4795,26.07097,0.30753887,105.2452,0.7612306,0.68314695,0.497323,0.42643815,7811.015,0.64696616,0.115002304
3.9748132,6.0386786,0.043000232,471.63995,0.11900807,0.41920948,0.6129288,0.32503787,10360.409,0.77872896,0.6314946
3.985219,9.204273,0.9349812,157.74449,0.27077374,0.4039342,0.66229576,0.7391544,34443.266,0.76255053,0.58058786
2.2434285,1.7642937,0.26697522,521.4221,0.49191388,0.34043393,0.4885529,0.6306349,3499.2012,0.51772135,0.8253621
2.900456,22.587086,0.19326001,354.166,0.4167759,0.33292308,0.66109633,0.8784332,4174.738,0.53947115,0.77489823
3.3993785,14.681517,0.47861484,788.4967,0.12250094,0.34889364,0.81669897,0.16091043,1837.8008,0.26188982,0.40260366
1.4526093,1.8644137,0.6073238,382.36935,0.49967018,0.56639665,0.8254708,0.09848239,703.3286,0.64013517,0.8669628
4.5296535,2.6931546,0.24523033,178.77692,0.35741326,0.84747714,0.5764328,0.6477654,3047.4377,0.8555952,0.6837298
4.104491,5.020666,0.87220985,237.04619,0.40320987,0.7493705,0.1860011,0.6027916,9691.23,0.6259135,0.3285917
2.6780949,19.309845,0.45733583,41.402275,0.31673145,0.51665056,0.47305495,0.453932,4375.812,0.48466158,0.60586977
2.5099754,21.583704,0.3673243,297.06186,0.33106586,0.9129934,0.6515264,0.68459696,4742.8086,0.34486586,0.38175237
2.1908147,11.915399,0.2051886,603.26044,0.3620119,0.5569858,0.28570208,0.23329206,6966.032,0.8750335,0.2386937
4.3495283,5.2721124,0.41918057,124.772026,0.20149836,0.4534733,0.55205464,0.5941726,24397.92,0.5045582,0.76389337
3.250826,10.557448,0.39393902,233.93613,0.31767952,0.76654094,0.58196926,0.23184018,12579.732,0.8059779,0.72706866
15.78681,12.059861,0.36861965,339.94626,0.85654056,0.10633351,0.8954269,0.70099294,4545.847,0.93112427,0.17660077
3.38407,13.023025,0.67406034,383.48865,0.7631598,0.42438123,0.18336676,0.55507916,2278.6162,0.8752946,0.3720799
2.2590466,6.876374,0.35971698,89.48076,0.083847135,0.5658934,0.44021016,0.766401,10709.528,0.76337755,0.11134975
3.829655,5.105865,0.12366251,347.79178,0.4269052,0.2284391,0.5281974,0.1944618,19035.037,0.6531695,0.64552534
14.57176,13.0667305,0.66523325,228.9751,0.08586831,0.44914454,0.78588533,0.5716828,8523.266,0.24118663,0.15950589
4.8950014,4.946414,0.67308486,71.291595,0.75750494,0.6857583,0.74145544,0.19964036,21023.082,0.8076815,0.589757
1.218799,2.6301734,0.64762455,157.50546,0.496154,0.16527937,0.66602963,0.4401188,4089.4382,0.502425,0.7323194
4.7799087,5.3145967,0.32233968,324.96484,0.73250526,0.90045696,0.61242276,0.5580568,15926.123,0.20437627,0.53307
3.0497735,11.528496,0.39784214,433.26413,0.53462887,0.42601678,0.27155322,0.20309581,4452.1724,0.30664787,0.6646924
5.142633,6.195367,0.32495213,104.24832,0.29219365,0.49697417,0.84975386,0.26016393,4840.486,0.6305063,0.44893044
1.460157,3.3172753,0.4958481,93.53809,0.21659431,0.90488845,0.51959527,0.06606652,8121.0513,0.34330556,0.7133309
1.5278872,6.685391,0.43174925,305.95724,0.069868855,0.3597747,0.9001541,0.18929511,2987.687,0.69480073,0.69172114
2.3167522,23.805508,0.87690884,145.94865,0.115832254,0.7216687,0.5945074,0.7700399,2406.5366,0.33623227,0.20496535
3.3306274,12.660892,0.30117437,365.15866,0.53867024,0.78874314,0.36818364,0.28139362,19989.066,0.6659457,0.8435435
3.5811248,5.8992944,0.5852811,211.77055,0.6123082,0.5892525,0.32396895,0.32863593,5084.8413,0.5678163,0.6768554
1.4132903,6.331388,0.39054003,204.8999,0.44012544,0.4678225,0.6990103,0.2227765,36570.684,0.2844382,0.16780266
1.4974,4.4242864,0.84382856,662.13837,0.81179994,0.65572375,0.6521049,0.35029384,15821.825,0.38313305,0.48318422
15.613315,8.847039,0.64198875,245.95384,0.44459796,0.61547726,0.6148031,0.56581926,3229.6282,0.7396167,0.582002
4.645192,4.9685774,0.21964952,271.9776,0.8976243,0.51257557,0.91330594,0.24857332,8546.492,0.10726219,0.43717268
2.9807193,2.9238427,0.5583581,204.13187,0.8876329,0.602197,0.8324243,0.71365905,6138.4844,0.31537175,0.8099837
14.614223,14.66481,0.84368855,406.2816,0.77986294,0.42919832,0.5075989,0.7503799,5230.0195,0.53639597,0.4216118
2.8170204,4.1537867,0.28090596,426.72406,0.78533995,0.8482969,0.5280636,0.5274699,6502.9424,0.36754358,0.7409083
3.3794267,7.8012714,0.17525186,49.63183,0.28303412,0.6775557,0.46599978,0.093280084,27760.727,0.543882,0.88885343
1.7542341,3.9593801,0.14923339,391.0777,0.49411538,0.30987555,0.80204356,0.3684543,1163.4836,0.77621216,0.4772
5.7947097,1.7802974,0.8593519,93.02296,0.16285935,0.6407287,0.51476604,0.97311324,17159.83,0.75608575,0.4223669
1.7439373,5.468184,0.067695946,312.83582,0.3344722,0.5207219,0.9469565,0.44592148,3927.8213,0.68415934,0.4036027
4.57665,5.6071095,0.5421355,192.67348,0.6687425,0.32983786,0.87951964,0.48780808,6277.2827,0.4929945,0.31704956
2.178829,7.461539,0.67930645,271.64206,0.4250658,0.14315951,0.9393439,0.47197324,8968.184,0.519061,0.59556305
3.4590511,13.63147,0.5758345,165.6509,0.22330292,0.63881576,0.5153497,0.2041995,7138.4556,0.6235125,0.13886732
356.92807,16.189575,0.36945143,664.28314,0.5116129,0.19668987,0.47139004,0.75689536,5288.7197,0.5306334,0.07436347
5.0180783,6.4023814,0.5465089,126.02933,0.25083745,0.55624175,0.6752401,0.8914938,6556.6743,0.3504131,0.302394
5.558245,7.2479935,0.16051723,199.53705,0.7745404,0.18009317,0.612215,0.13123985,1410.9015,0.61169434,0.380856
3.9081903,5.1768575,0.57219946,82.11027,0.12675743,0.36286688,0.4808966,0.3100029,2465.7258,0.5979669,0.57545006
2.8388312,7.94788,0.85597837,595.525,0.27163416,0.24750146,0.7751021,0.2575784,6897.3857,0.63877344,0.67906874
1.3470095,1.6877921,0.42668018,128.61769,0.33061713,0.63310397,0.7355347,0.53839123,44007.6,0.5963084,0.5175945
4.8022065,5.8799815,0.35300165,267.19122,0.38145864,0.87702155,0.8039557,0.7754685,6478.955,0.2154432,0.69953424
1.8320298,4.2039084,0.4483515,55.80692,0.5860111,0.5052267,0.26186854,0.48837465,21498.977,0.42087072,0.9170531
5.3858895,1.7883632,0.30019677,1087.3945,0.6831328,0.5023323,0.90113616,0.6094829,25712.24,0.35326922,0.5490952
2.4298332,1.8722838,0.50160825,131.6392,0.817139,0.28952035,0.67603534,0.30398336,4308.5645,0.58759403,0.7823617
2.0713255,6.532306,0.7268294,157.9925,0.12716064,0.3524896,0.6651461,0.49921483,972.6416,0.3227644,0.6038081
3.0169,3.013172,0.7889221,332.98962,0.6641385,0.3573679,0.6866552,0.20214346,18172.51,0.61974627,0.60959095
3.3649468,5.9036126,0.1523794,2000.0,0.53570515,0.65946174,0.6051276,0.43051967,1053.8297,0.7335323,0.6416493
4.7720947,3.103459,0.24424276,408.7369,0.6904247,0.17103751,0.34885034,0.66569304,5350.4385,0.5950309,0.47666532
2.62957,4.912967,0.6349762,250.01483,0.62644625,0.45431122,0.34662327,0.50683564,840.4092,0.3859078,0.9122612
1.5864885,2.6770387,0.4907829,27.70233,0.47609657,0.68853813,0.7320534,0.6279026,21024.344,0.42784446,0.36312586
11.458618,4.6611514,0.38302955,80.20699,0.2355703,0.49695945,0.673871,0.7731767,2022.6823,0.6027774,0.27025557
2.2777693,9.002391,0.15673144,160.23563,0.29807922,0.6929573,0.45598793,0.8835535,6438.248,0.44890293,0.65910095
2.141345,17.769133,0.30467635,1048.9431,0.23542592,0.4660637,0.7560069,0.2426354,488.09195,0.12548754,0.32965484
2.9104428,9.406857,0.40481922,145.7664,0.6358434,0.42560813,0.5759283,0.6168309,9085.804,0.82051337,0.6378138
1.7944181,13.657378,0.4928125,219.53154,0.43493533,0.28646848,0.39963225,0.46442142,3089.7087,0.87399477,0.39206856
3.969124,6.915223,0.5591284,980.7569,0.15278879,0.37395406,0.46418718,0.40751475,2439.0725,0.48903632,0.8466201
4.426208,4.545956,0.481774,377.2118,0.36418915,0.09644804,0.6842524,0.81280273,4093.454,0.8447625,0.44708747
3.36062,5.909595,0.35577783,1186.4786,0.3986755,0.75728714,0.476639,0.20631818,8012.2236,0.23606141,0.4000471
4.2315254,5.362601,0.10870966,1454.976,0.72502965,0.33470848,0.5625867,0.7704094,3607.2827,0.80211955,0.6225786
1.8065376,9.701611,0.14706317,325.12012,0.42649475,0.46720737,0.97827476,0.36756152,2154.9622,0.42553315,0.34779647
3.3748982,1.5564916,0.5240839,38.876316,0.22537984,0.8679118,0.650712,0.43330914,36017.254,0.42048645,0.54816383
1.9458734,6.3978777,0.48561245,108.28148,0.22092822,0.7192304,0.5727482,0.24149857,4458.2207,0.5203126,0.27863723
2.9561436,11.262875,0.35656375,2000.0,0.3188714,0.63704455,0.4322121,0.22699952,9098.279,0.13181685,0.8690028
11.456124,5.1136937,0.54522896,232.1547,0.20974599,0.48026773,0.3204689,0.62080187,9560.353,0.5703745,0.39097714
3.6601121,2.7511146,0.15739717,653.069,0.58557725,0.36498767,0.77064764,0.26173544,8030.7637,0.6470592,0.26838085
2.102277,6.3435264,0.6964865,340.70868,0.8711076,0.39821514,0.71875006,0.6261509,19146.207,0.49290404,0.774751
4.085029,7.7957635,0.42490965,330.45523,0.67694914,0.6837649,0.4407657,0.33900574,4547.884,0.50987977,0.4963736
1.812955,3.265749,0.82383746,196.0961,0.2009578,0.2899241,0.75371355,0.32328752,9067.844,0.19099708,0.64915776
1.6392062,5.660712,0.8729108,311.56824,0.92377025,0.3527336,0.75879234,0.14328647,8887.833,0.9054385,0.69716537
1.7709891,3.9027557,0.10856238,241.83286,0.41038674,0.80696636,0.9077208,0.8471051,11007.986,0.29621172,0.3301504
4.5694823,4.665613,0.27202734,226.85696,0.3133832,0.6003925,0.9219915,0.32958984,54147.555,0.12929909,0.16986969
12.432881,7.965807,0.5149906,168.32063,0.78229433,0.64813805,0.87406725,0.46641746,1221.3933,0.69114006,0.30149722
4.589506,8.20112,0.3158615,155.16393,0.7018951,0.6928895,0.7510534,0.43401003,3199.106,0.6707414,0.31243312
11.862084,13.8423605,0.6098692,117.1065,0.31354943,0.7749303,0.7915505,0.21637525,12275.084,0.5569914,0.6997084
3.9750571,9.978474,0.52168465,200.04494,0.43418992,0.2577561,0.45126906,0.10871352,8450.045,0.25058594,0.7098141
1.8780583,3.1359801,0.8162081,106.41942,0.32877842,0.43724218,0.35712755,0.34158754,3862.7131,0.7802359,0.51230747
3.0278945,3.1480682,0.7188452,551.15564,0.8217745,0.37507287,0.95246625,0.50701773,12955.383,0.8909644,0.24517977
2.7562554,4.0215087,0.51998943,320.83197,0.34541422,0.61244524,0.3383423,0.4397588,4567.3,0.16649643,0.53992194
