Healthcare_Index_Tier_X_hospitals,Healthcare_Index_Workforce_capacity,Healthcare_Index_Bed_availability_per_capita,Healthcare_Index_Expenditure_per_capita,Immunization_Coverage,Economic_Index_Budget_allocation_per_capita,Economic_Index_Fraction_of_total_budget,Political_Stability_Index
0.2930587,0.5170189,0.41219845,0.3132516,0.39379063,0.4376564,0.71425706,0.4361274
0.28013656,0.54751015,0.39367846,0.29613242,0.28502914,0.5250446,0.7729383,0.64760625
0.42211032,0.54272974,0.4221346,0.31400847,0.11974938,0.4613415,0.7012373,0.6211836
0.3984124,0.56177795,0.45005935,0.3485513,0.25812942,0.5228394,0.49558562,0.5062806
0.3958256,0.5149657,0.40058082,0.36714053,0.26529112,0.4267432,0.6793651,0.63765967
0.3520348,0.51779294,0.53402084,0.3814051,0.23447114,0.44755757,0.6845131,0.447934
0.40796855,0.48423278,0.6349433,0.44204962,0.26808825,0.46446383,0.6779834,0.43312305
0.40862703,0.39886317,0.41671988,0.4588049,0.22533238,0.46758536,0.6944956,0.44024184
0.34881666,0.44492832,0.51423097,0.42181483,0.22193345,0.40963635,0.5693924,0.5144392
0.23942757,0.4211032,0.59049106,0.39032605,0.3497447,0.41314304,0.54083836,0.45625314
0.21510077,0.5139957,0.52433556,0.42896515,0.2672115,0.49364042,0.5066131,0.42534426
0.17062056,0.5203994,0.4548904,0.3754997,0.33409232,0.5280708,0.65326166,0.41262752
0.12811048,0.45581043,0.38116187,0.36774284,0.3361375,0.58272815,0.76636726,0.4101237
0.17408185,0.4939481,0.3245558,0.33944756,0.43951753,0.46056002,0.62021005,0.3867616
0.21488687,0.42909172,0.5197396,0.2862097,0.3749379,0.41343156,0.50938725,0.42739233
0.29822788,0.38050532,0.4729037,0.30254936,0.4755925,0.49902993,0.712453,0.55991614
0.31261647,0.45004216,0.44080916,0.34564218,0.29465517,0.5742503,0.61377645,0.5317363
0.36275184,0.46874028,0.56214875,0.31370053,0.39412802,0.53388363,0.62896955,0.5971711
0.31820998,0.47595873,0.45841426,0.33365983,0.46298954,0.529189,0.6155325,0.61048007
0.26856983,0.5476552,0.5875119,0.29331803,0.40998715,0.49209818,0.52110916,0.5708245
0.3394723,0.5166726,0.43627244,0.2887206,0.335842,0.4439668,0.47673932,0.60777104
0.30913085,0.51853025,0.2738846,0.28492767,0.37136668,0.5607848,0.4167617,0.4786236
0.34970903,0.59108275,0.32593906,0.39278495,0.42879888,0.5213008,0.4212409,0.47934267
0.33290383,0.51861787,0.43905196,0.37560076,0.46117893,0.5863186,0.5120708,0.3463131
0.36848322,0.57202196,0.3981299,0.33400735,0.41238844,0.5777401,0.5660627,0.3920395
0.39466566,0.63216805,0.41312897,0.33788088,0.4647701,0.5588753,0.5779375,0.34788933
0.31031173,0.5617766,0.39112386,0.39317116,0.3992757,0.5202015,0.7024726,0.43134424
0.2831931,0.5692644,0.5365957,0.42185125,0.4199727,0.4341917,0.7281721,0.48960468
0.2935998,0.70107836,0.5811059,0.37928504,0.37008753,0.4272215,0.7413597,0.47822475
0.31838682,0.6462806,0.5526763,0.310384,0.38767165,0.4548616,0.62326795,0.45053035
0.18871248,0.6313165,0.43197444,0.28688386,0.47922513,0.44953564,0.6959757,0.50191873
0.1518559,0.59933317,0.4526865,0.32315114,0.5172827,0.54782724,0.5681491,0.58185625
0.27377167,0.5229107,0.6927531,0.34509653,0.4277457,0.46387017,0.55461156,0.6613425
0.37476346,0.4874183,0.5935898,0.3568958,0.48735917,0.53973794,0.57747537,0.6747466
0.40037143,0.50575745,0.5755112,0.30299395,0.27513325,0.49244934,0.66552705,0.6549849
0.38739377,0.5174593,0.5821806,0.2535882,0.23460978,0.53187793,0.67286074,0.5990054
0.34852555,0.601883,0.45432812,0.36409903,0.2578129,0.6384159,0.5916837,0.418395
0.41203752,0.51702994,0.459782,0.31408983,0.28494167,0.5758853,0.5722248,0.43569198
0.37948084,0.4817128,0.37187874,0.3250188,0.29890728,0.49722275,0.56614333,0.33308494
0.36435956,0.50070775,0.45621252,0.33233565,0.3213713,0.47161382,0.5063532,0.27722827
0.3123214,0.60601115,0.48598135,0.32240695,0.35202798,0.4631806,0.41054305,0.36709493
0.29851922,0.5132471,0.5510243,0.43011013,0.31403673,0.29051495,0.43099782,0.5357483
0.26221418,0.44974795,0.39178872,0.4115694,0.4329541,0.33395022,0.4980706,0.439444
0.30453137,0.4747821,0.53500926,0.31366968,0.457678,0.38362533,0.54262996,0.41520655
0.29710746,0.49407127,0.5380919,0.27193278,0.41903296,0.39452323,0.41126245,0.5312711
0.34303078,0.5065064,0.74485487,0.26856777,0.47192252,0.33090025,0.41347188,0.6113519
0.3586197,0.5408206,0.7484211,0.21658508,0.4419045,0.31128356,0.4939741,0.6707779
0.38925862,0.49061757,0.57648706,0.2298767,0.4834208,0.39429313,0.6500462,0.68312585
0.36518365,0.5541047,0.64102733,0.33258379,0.29677248,0.42883,0.6118961,0.70573604
0.40155923,0.6383966,0.70876884,0.30965844,0.2913561,0.35076532,0.55465156,0.5728777
0.31207323,0.6630291,0.64476556,0.33977503,0.37269455,0.464111,0.58554727,0.47347692
0.2786266,0.6138655,0.640568,0.31215078,0.43211198,0.4537507,0.51615614,0.47561812
0.29486263,0.5890024,0.5267188,0.27301216,0.44612136,0.50354296,0.6053823,0.45941436
0.3439192,0.6319675,0.37947473,0.2776972,0.4452429,0.50144494,0.6529322,0.39879447
0.30254826,0.6299471,0.5444703,0.3433938,0.26494756,0.4652257,0.5945576,0.4252024
0.35127586,0.6158598,0.48579916,0.3489511,0.2830106,0.52495784,0.60624087,0.43045893
0.41022894,0.60183007,0.4895847,0.42361304,0.4145916,0.5219704,0.6454815,0.4401034
0.4267015,0.46716046,0.5477423,0.37034342,0.40381497,0.47196868,0.51637447,0.41641808
0.34536165,0.4754305,0.55337816,0.36923182,0.45751947,0.44624466,0.38257787,0.41509634
0.37605044,0.4582484,0.62881464,0.37804687,0.40550163,0.48139802,0.6411677,0.3725985
0.34565833,0.49451688,0.6211544,0.37063685,0.36050814,0.52286905,0.6073104,0.51422364
0.3885487,0.46972066,0.63666487,0.37382507,0.33604854,0.56876963,0.55798334,0.44715995
0.44501042,0.3954206,0.5183648,0.2959912,0.4720229,0.46692163,0.49349153,0.4257747
0.4511527,0.44969973,0.62583166,0.30021742,0.4338855,0.40549275,0.5193674,0.343458
0.43239838,0.5607985,0.41020522,0.31555784,0.33351558,0.46394974,0.5240775,0.38972685
0.3099466,0.50990415,0.46655568,0.28845167,0.33580163,0.42457706,0.40731013,0.38955748
0.42629945,0.45495063,0.38903624,0.31703597,0.4869739,0.40084618,0.47823292,0.3648427
0.3760874,0.50566894,0.527921,0.3603558,0.5213519,0.38089153,0.52055913,0.3801828
0.3858645,0.44557256,0.5581134,0.28930354,0.459069,0.43368694,0.49422848,0.34514263
0.40945846,0.5360216,0.4801096,0.23051414,0.4645069,0.47711697,0.53656167,0.47165808
0.45739403,0.5765187,0.44557056,0.2888901,0.3289075,0.3398707,0.5782371,0.48605162
0.41421923,0.63246953,0.44742984,0.32819688,0.26735452,0.4970454,0.5945991,0.48532188
0.3908955,0.6205337,0.5043756,0.3412994,0.23805512,0.41244632,0.5775116,0.5280896
0.3759532,0.623136,0.46407822,0.33858988,0.22693731,0.39789262,0.5861313,0.55424696
0.34130958,0.61264277,0.6059195,0.32845837,0.35807836,0.41102535,0.69351363,0.4923374
0.35503927,0.599381,0.7061178,0.40622813,0.32122663,0.4475442,0.7128593,0.56758785
0.24251704,0.56390023,0.64314014,0.40274638,0.31340405,0.4918227,0.6906389,0.4917833
0.2197607,0.45730424,0.4490766,0.3386829,0.22313654,0.5476382,0.6178472,0.49786186
0.17531124,0.5331105,0.74723804,0.39400175,0.13001165,0.46773896,0.60789835,0.3978624
0.25839674,0.59646815,0.75342226,0.3614774,0.13861382,0.44219545,0.4795707,0.39630586
0.23105705,0.5738753,0.611217,0.37494883,0.23486,0.42182827,0.45629346,0.41813192
0.17278415,0.5192031,0.66394705,0.39436835,0.235874,0.44178146,0.51688015,0.38625616
0.22156411,0.4883546,0.514944,0.5110652,0.23940526,0.41053796,0.49540845,0.40208557
0.25631875,0.5389048,0.6657742,0.5042374,0.24843499,0.3518329,0.5688005,0.46245033
0.23997764,0.5849243,0.68898284,0.4487844,0.3247481,0.34165227,0.37736785,0.6151787
0.20204522,0.668534,0.6048053,0.42046213,0.39233577,0.43793294,0.40956208,0.678318
0.14811474,0.66408193,0.42396647,0.3962183,0.40062898,0.37253848,0.57439697,0.59462464
0.051425382,0.55695754,0.3919478,0.3945749,0.34879377,0.3470227,0.600119,0.35712624
0.12168977,0.5433697,0.45999807,0.43234926,0.38948652,0.3974763,0.5326054,0.40801474
0.05477289,0.5002837,0.417491,0.40462387,0.31680328,0.38437065,0.5327468,0.41208684
0.13111489,0.54939485,0.2497888,0.29452512,0.5082213,0.42928433,0.522494,0.47694355
0.2353503,0.5647717,0.5088191,0.30537593,0.47929353,0.5027124,0.43581635,0.52032864
0.34976858,0.6325614,0.51895434,0.32890794,0.41754547,0.45780817,0.40946683,0.5685902
0.33098844,0.64185905,0.44478446,0.35101673,0.37123427,0.52128994,0.38410664,0.5540158
0.25480238,0.6286941,0.3430704,0.2541934,0.4259077,0.4398245,0.5390259,0.47913438
0.3614083,0.62053746,0.5358001,0.35333115,0.41321597,0.4813203,0.5536109,0.5008162
0.36193633,0.6143851,0.5441478,0.3748292,0.35735673,0.5831358,0.55887705,0.3451577
0.32371458,0.64221716,0.40377212,0.36364904,0.42539465,0.5273384,0.47696137,0.44357118
0.36796823,0.545401,0.34006935,0.2488612,0.3949645,0.52144665,0.46225703,0.41391602
0.33122453,0.51653665,0.50538236,0.2147759,0.30692118,0.4402914,0.5478306,0.44951025
0.28830716,0.5763114,0.5279943,0.3043431,0.31949157,0.36786157,0.5739428,0.3674882
0.30115864,0.6762377,0.6493265,0.2849862,0.37169886,0.54423094,0.6227177,0.49288422
0.39172366,0.65483177,0.62439144,0.24542105,0.2591261,0.5093882,0.63457245,0.6146698
0.3697765,0.6543029,0.7312483,0.22416356,0.28601405,0.54217523,0.48733634,0.4644798
0.33714607,0.6691873,0.60842687,0.26710084,0.28817895,0.5547694,0.4899963,0.5794902
0.1894751,0.58251077,0.39661992,0.14258525,0.326364,0.51910543,0.43422276,0.6094423
0.2121692,0.550874,0.5099897,0.2037841,0.3784807,0.40072846,0.39796984,0.57015663
0.17600974,0.6398643,0.49201635,0.24587908,0.34511378,0.43543744,0.5337218,0.6149018
0.15345547,0.5032081,0.48460618,0.2536362,0.26374626,0.49358362,0.51015204,0.4945702
0.21715501,0.5091478,0.4122928,0.23208247,0.16187242,0.46494776,0.51208466,0.5765182
0.24743885,0.5189877,0.38719788,0.31892142,0.19527306,0.46781975,0.5271478,0.6416732
0.22470193,0.52477723,0.5068318,0.29423895,0.35492066,0.46276918,0.6150762,0.69454306
0.31251258,0.4130171,0.5617946,0.28375667,0.29011792,0.44391254,0.67148226,0.6126257
0.40589547,0.46955323,0.44311285,0.28772384,0.32953483,0.36751813,0.7016756,0.49545294
0.3873641,0.47156414,0.5260127,0.272475,0.41382426,0.43094093,0.5643441,0.45877722
0.3490932,0.49141,0.5869013,0.32164273,0.43764552,0.494629,0.6834896,0.46632987
0.38557082,0.47519785,0.49647835,0.26380384,0.3753448,0.39377722,0.6455079,0.58360654
0.40822262,0.5013349,0.40696052,0.24899481,0.43402764,0.39031404,0.7024393,0.49426275
0.44326207,0.50886023,0.4825231,0.28676134,0.3239498,0.32891905,0.72825265,0.5761087
0.42670476,0.6250302,0.47498658,0.27589664,0.27208143,0.36901954,0.74981624,0.5958303
0.43838406,0.5867716,0.51609933,0.3376149,0.24957705,0.36278337,0.7979604,0.62721217
0.42129052,0.5847694,0.5526669,0.34235156,0.3795596,0.4456423,0.7031105,0.68774116
0.40089697,0.5289705,0.3988573,0.2524596,0.32538974,0.45340624,0.5997268,0.64974797
0.36433107,0.4794128,0.52173346,0.29302347,0.26307076,0.44277462,0.5472568,0.58005995
0.36027896,0.50107723,0.5234587,0.22712371,0.3503508,0.49124497,0.5951381,0.6212386
0.3481591,0.48301882,0.515304,0.21445182,0.2036588,0.4252901,0.615956,0.5988277
0.38505682,0.41622105,0.51448137,0.25721145,0.2328165,0.4749723,0.54153144,0.5316843
0.33874112,0.40301225,0.6988035,0.2712989,0.17471078,0.4306507,0.45756033,0.5046262
0.25689465,0.39751774,0.66924626,0.39534217,0.12932242,0.54723036,0.50938714,0.4930316
0.24950784,0.40657982,0.68885636,0.471905,0.07668281,0.52220976,0.46514514,0.41789943
0.31061128,0.4360168,0.49857327,0.55671555,0.29171622,0.46408942,0.57023257,0.4709166
0.28492567,0.4429335,0.54638296,0.4876886,0.37365592,0.48472303,0.487773,0.52251583
0.30842346,0.38081253,0.676588,0.42662185,0.3275147,0.47427353,0.5810467,0.51907676
0.36440602,0.38167405,0.5872945,0.44831264,0.3187137,0.45084223,0.5590233,0.38387424
0.33697084,0.42844248,0.5261761,0.41725984,0.3385379,0.48111883,0.45199174,0.3836661
0.36150306,0.39006573,0.5302104,0.44106895,0.45261836,0.43385997,0.5358141,0.28673822
0.3563387,0.34474832,0.7050701,0.46013102,0.38436437,0.39990002,0.47248966,0.38282776
0.3609116,0.38750362,0.57645285,0.3686774,0.39137474,0.29790324,0.5677404,0.47783354
0.39468524,0.4058072,0.47164774,0.39185473,0.31335545,0.3472941,0.5804896,0.4646357
0.41644233,0.49132457,0.37507513,0.3563891,0.3076891,0.42282706,0.46847793,0.49400395
0.37845808,0.6376747,0.48357785,0.30111057,0.4561534,0.49654928,0.4947365,0.4305966
0.48507816,0.71827024,0.52092427,0.34785706,0.3893528,0.48620376,0.45336267,0.4216669
0.42684257,0.57267606,0.65505546,0.29144323,0.42989343,0.49023974,0.3646017,0.39129978
0.32811832,0.62615645,0.48875797,0.31337488,0.42967516,0.37720302,0.30403554,0.32611954
0.2627874,0.70014393,0.36282218,0.3953382,0.46821755,0.40709543,0.38348997,0.36563328
0.29033133,0.6744427,0.4204675,0.38738826,0.38361612,0.49888667,0.2707407,0.56444794
0.30338612,0.6950434,0.48556393,0.27937546,0.2702769,0.49166667,0.33084568,0.4790578
0.20698985,0.7093052,0.4064629,0.3840006,0.24488641,0.56689805,0.5172638,0.5043768
0.344593,0.72327197,0.4590063,0.40942895,0.15088797,0.4587297,0.61869645,0.52397394
0.38970685,0.67310435,0.5163051,0.30566436,0.094206266,0.42164937,0.5584766,0.5854937
0.33230653,0.69718677,0.50522166,0.36347443,0.16061339,0.43168455,0.5616113,0.5569448
0.31011993,0.6013336,0.45004272,0.3466337,0.18874812,0.40288126,0.51874244,0.45617002
0.29630333,0.5845428,0.6053765,0.29757902,0.2276464,0.5134588,0.63145614,0.493969
0.3302368,0.524234,0.5892887,0.2758372,0.32173353,0.43914002,0.53471154,0.4525577
0.27031526,0.64870083,0.49312466,0.22318895,0.30648252,0.5066426,0.5454606,0.5666356
0.24597085,0.6039912,0.37423742,0.34475,0.27682728,0.5680823,0.4730968,0.5980137
0.2656576,0.4702924,0.32031044,0.32844755,0.20817515,0.50664705,0.55894864,0.50500244
0.25454682,0.46244183,0.25058693,0.3344799,0.2609374,0.51287544,0.5240771,0.58762115
0.34240943,0.48043004,0.42866042,0.30443496,0.19499655,0.5573592,0.4882109,0.41150457
0.3247629,0.4524833,0.42457888,0.34052435,0.3522411,0.48928574,0.56476295,0.37579048
0.27286455,0.51562667,0.43650773,0.35915777,0.35519242,0.40143043,0.60267645,0.40968361
0.23888555,0.64651024,0.4779329,0.24469252,0.3115083,0.39801502,0.6233319,0.44023862
0.33206517,0.5537997,0.46433902,0.17971286,0.30200824,0.5150448,0.6588423,0.49278116
0.3681583,0.5194037,0.46444434,0.19003418,0.3604664,0.56672883,0.7135587,0.43866527
0.3660764,0.56245536,0.45476925,0.24117103,0.26876625,0.53366566,0.58547986,0.4699477
0.30989093,0.55217755,0.3465704,0.18897831,0.24511841,0.5542093,0.5465332,0.50379825
0.2728104,0.51156884,0.35673782,0.14323866,0.2521987,0.5990142,0.64812005,0.5225625
0.18521757,0.57162535,0.42950916,0.20129953,0.40740728,0.5397251,0.76637584,0.40894514
0.15624791,0.57230055,0.30936396,0.19346558,0.33577344,0.5232027,0.72530085,0.3591357
0.16314144,0.53359467,0.44563383,0.21785483,0.40756705,0.3973207,0.6300377,0.3646155
0.22351468,0.58832335,0.5759008,0.16686735,0.3588937,0.45610246,0.5907701,0.5295846
0.16650558,0.5812462,0.56760436,0.1492661,0.17189547,0.38656366,0.54502225,0.59986305
0.2976424,0.5917055,0.5698595,0.20596398,0.2941955,0.44514015,0.5395633,0.51566374
0.2528467,0.5487704,0.5730536,0.22071224,0.27486178,0.48949707,0.42852214,0.47513247
0.23138021,0.47866789,0.462642,0.20053616,0.25533774,0.6142803,0.58894986,0.4113091
0.251643,0.5550022,0.5649591,0.18365805,0.24963194,0.5980617,0.5633287,0.44038358
0.31429365,0.47347772,0.4311859,0.23900667,0.29286957,0.6126721,0.5434413,0.44762892
0.29177275,0.48388958,0.44308287,0.35157073,0.22341004,0.68251467,0.5322939,0.41169554
0.27417672,0.44551533,0.39564276,0.42662948,0.13059688,0.67556125,0.5774602,0.41031814
0.25582892,0.39403105,0.34714258,0.38470876,0.16659263,0.61178434,0.5547477,0.2967766
0.34171784,0.34465963,0.37891698,0.43923715,0.32313225,0.62755805,0.5075743,0.3002056
0.30059767,0.41300493,0.32181817,0.43449795,0.3785869,0.6237013,0.5552338,0.40751207
0.30872568,0.4445727,0.35572574,0.40916312,0.38651812,0.4914543,0.52808243,0.41662633
0.22113216,0.57231325,0.35889935,0.33410507,0.4572109,0.47118196,0.55811447,0.59186155
0.15245044,0.56108814,0.53335774,0.2750377,0.45281217,0.4638001,0.5911643,0.5046076
0.14540614,0.6165663,0.34187084,0.3048085,0.54102683,0.4053259,0.54410636,0.4935727
0.17706217,0.57238644,0.5736861,0.20492575,0.5664025,0.38636526,0.59481037,0.46855465
0.08132844,0.4750573,0.5145721,0.27058458,0.46085426,0.49300864,0.57714164,0.44201186
0.100856245,0.42149112,0.71508914,0.24090113,0.4268701,0.4586485,0.5080683,0.24735938
0.12255352,0.40910566,0.7914381,0.30254662,0.48839438,0.49543822,0.49991634,0.21020621
0.12380351,0.5872025,0.6088041,0.2934142,0.30300343,0.4498158,0.4474421,0.30927125
0.1450463,0.45235702,0.6956496,0.35062504,0.280567,0.4541409,0.46280923,0.34829065
0.16660604,0.5103004,0.59267604,0.32372108,0.4122003,0.40190682,0.5262712,0.42187628
0.2441881,0.60204023,0.39848632,0.2662843,0.3279752,0.50832206,0.6046653,0.47958648
0.22818856,0.5860817,0.42631727,0.24672927,0.17033021,0.5173829,0.6315592,0.4252246
0.31702834,0.5244521,0.3778134,0.1983704,0.30090192,0.50082916,0.49762875,0.4966048
0.3359718,0.53303224,0.46279663,0.16962186,0.298088,0.42453608,0.52020216,0.40450585
0.4185277,0.42904705,0.5172234,0.18386145,0.30377904,0.53677166,0.4621574,0.5364461
0.37799743,0.5389299,0.3844752,0.3211577,0.3129,0.50980306,0.6359283,0.54077244
0.31870314,0.4957079,0.51503444,0.2789628,0.298549,0.46969,0.718674,0.58071977
0.3412756,0.57649666,0.47549203,0.29477265,0.27902222,0.5298657,0.6623938,0.6124371
0.3262579,0.5224476,0.3584415,0.26604226,0.3070382,0.506603,0.55725837,0.61733973
0.3933157,0.4968294,0.48532385,0.27259392,0.37955067,0.5243276,0.607436,0.65731347
0.42025238,0.45269772,0.42212287,0.37436226,0.41930926,0.47821957,0.5593617,0.6849233
0.47873887,0.40335464,0.5334791,0.28820437,0.47521493,0.4648868,0.58836645,0.6122836
0.43831426,0.3831655,0.5608619,0.3189047,0.49604794,0.44432396,0.47628927,0.6023637
0.39980733,0.41620114,0.65042835,0.36803198,0.4153224,0.45997143,0.4108324,0.45001048
0.32877246,0.5370984,0.59361374,0.35885692,0.40379792,0.49563608,0.42599463,0.51308054
0.42613685,0.51499677,0.5398674,0.45266593,0.30499843,0.53796977,0.55729043,0.3736192
0.45190024,0.4798856,0.4383784,0.41772988,0.41087526,0.5541717,0.5844195,0.35376427
0.363865,0.41018194,0.48573512,0.36549413,0.46188638,0.46099946,0.50226,0.38374424
0.46532285,0.40265954,0.53705406,0.3400106,0.3420779,0.5202136,0.64130807,0.43981898
0.28718624,0.465102,0.74449444,0.37866077,0.08550453,0.56848216,0.67631894,0.2977391
0.26577902,0.53087306,0.6562413,0.41247755,0.13600701,0.53567266,0.50481874,0.29896507
0.23304123,0.4456184,0.51300913,0.4272626,0.18025015,0.54918903,0.6465571,0.45369494
0.24547009,0.39844817,0.75026757,0.37092948,0.21166474,0.611083,0.58575886,0.44302323
0.2661267,0.41497725,0.7299595,0.36054084,0.16307051,0.55815804,0.4787264,0.47207537
0.25569066,0.53283894,0.6219006,0.3231314,0.0,0.5909339,0.5570146,0.528037
0.13938585,0.5239914,0.4752689,0.38031727,0.251781,0.56789035,0.53743553,0.5738781
0.21350014,0.5087619,0.44376147,0.36442983,0.3269069,0.522792,0.4143692,0.5473763
0.24985193,0.4235099,0.4275523,0.2799652,0.23917425,0.52120805,0.5257634,0.5433858
0.2962904,0.5408524,0.49797282,0.33752686,0.17182383,0.54303116,0.5961815,0.533278
0.25167692,0.5921974,0.46845356,0.31623763,0.30795798,0.5733128,0.5780949,0.5128365
0.29895258,0.5445117,0.2673375,0.37914428,0.40647218,0.45795977,0.6354508,0.6310386
0.34148088,0.57090276,0.14640358,0.37492535,0.46535382,0.45677453,0.6084514,0.51621765
0.28688318,0.53394973,0.100696415,0.3880212,0.43216342,0.49282607,0.5849069,0.53543705
0.2984915,0.43138695,0.13482982,0.44305396,0.41724715,0.5037492,0.6254838,0.38003147
0.29343978,0.5830088,0.23178717,0.5279305,0.31409833,0.44324598,0.5317883,0.4159148
0.22857162,0.49367714,0.49451673,0.5656241,0.22301412,0.333714,0.46523017,0.31542474
0.21564102,0.5218677,0.3373931,0.48246354,0.12625287,0.37073997,0.37125206,0.36537465
0.20941898,0.35314584,0.15049893,0.4796374,0.3494386,0.3037241,0.48172545,0.32945395
0.21804379,0.35555154,0.21803069,0.44475296,0.23801936,0.32036102,0.5511486,0.40026683
0.19964795,0.45489755,0.18330409,0.35577422,0.17061254,0.47426772,0.5585705,0.3629573
0.2582624,0.51447546,0.31902894,0.3549223,0.22272107,0.55739105,0.65954167,0.38584423
0.25368813,0.49386343,0.26375896,0.36732554,0.21510231,0.47683582,0.6785008,0.33290207
0.30312532,0.5227114,0.23462385,0.39956176,0.2644373,0.49954832,0.6878705,0.18870848
0.31875739,0.48636913,0.39186963,0.38903877,0.19391072,0.47316852,0.71257883,0.25018117
0.33659524,0.57797724,0.35517102,0.3250873,0.2321809,0.5033639,0.49352962,0.2812133
0.37098902,0.59134233,0.44009823,0.33126435,0.40796918,0.5090312,0.3771325,0.24213643
0.40583688,0.49553868,0.5187712,0.3433947,0.52413845,0.6000984,0.47169867,0.2787565
0.46492928,0.50349545,0.4323762,0.3102423,0.5484657,0.5882887,0.6182089,0.39568403
0.44706148,0.5203167,0.49712157,0.38315788,0.52680004,0.6872474,0.60821295,0.48271167
0.418928,0.54569054,0.5337291,0.2959209,0.53932166,0.6146536,0.5376639,0.44350764
0.38446563,0.5512769,0.48377514,0.29990172,0.61590874,0.64079857,0.48380518,0.40969333
0.3634504,0.5830883,0.49193722,0.21984853,0.6129267,0.5491171,0.62115115,0.36016163
0.3826126,0.5948721,0.6027633,0.3001423,0.45594776,0.6259296,0.72532666,0.3259553
0.34066468,0.6732013,0.62314457,0.27101555,0.40237203,0.49841967,0.72473836,0.36418664
0.31918043,0.61922234,0.6118806,0.23763901,0.39223415,0.4061186,0.69093496,0.4353727
0.28140748,0.6188737,0.75218886,0.2302614,0.4050407,0.42687726,0.65076447,0.53365207
0.22154203,0.57702184,0.6755988,0.2656755,0.41218993,0.44011983,0.6562249,0.5429467
0.20829193,0.53883964,0.6605096,0.18349606,0.44167882,0.48893267,0.6023807,0.50438094
0.24986729,0.47791344,0.4703761,0.12191148,0.43764085,0.41522452,0.5703551,0.46912014
0.22194,0.524578,0.46905577,0.09422755,0.42719972,0.45534492,0.5665464,0.42065543
0.25154567,0.54662305,0.3581301,0.23794448,0.52771735,0.45727596,0.53465086,0.4478437
0.33236945,0.47954878,0.29532218,0.26879284,0.5277175,0.41204506,0.5471805,0.46775013
0.2822532,0.53205436,0.4292463,0.30386052,0.45911264,0.44139424,0.710245,0.47181395
0.3109981,0.54100645,0.45106438,0.30448997,0.3374955,0.49692038,0.625874,0.54611915
0.349306,0.57084644,0.4007209,0.3009174,0.39231458,0.48233742,0.6357015,0.5242866
0.3473927,0.67286086,0.2857172,0.2696814,0.40946203,0.5294959,0.59302944,0.4980745
0.3337295,0.5266645,0.48192245,0.23738667,0.34023702,0.45635182,0.47666222,0.5426598
0.32058346,0.53598005,0.4821721,0.2834,0.40739062,0.42133325,0.44988528,0.42608467
0.36130226,0.44182262,0.43488216,0.2610614,0.4006542,0.48188946,0.57041186,0.51021665
0.3241771,0.43522134,0.49538884,0.27963367,0.40158352,0.48788854,0.59496915,0.5393927
0.277769,0.5547979,0.43696192,0.2861584,0.3626492,0.51728517,0.55126256,0.40329397
0.30639535,0.56049615,0.49992135,0.33907828,0.359845,0.42973942,0.5732039,0.32960686
0.34055907,0.5609776,0.62540305,0.38910455,0.20660217,0.5487945,0.5075519,0.43478563
0.4093008,0.49102134,0.52810854,0.36885345,0.15417407,0.48383188,0.5532462,0.40238994
0.47517356,0.5166965,0.5052999,0.36682323,0.39742267,0.34400928,0.53073925,0.37030217
0.40659446,0.47409678,0.6286311,0.3747338,0.49088687,0.43410534,0.5602003,0.39987412
0.31253603,0.5362349,0.5630251,0.36872336,0.4535898,0.45506546,0.559595,0.46239248
0.33676916,0.512539,0.69834507,0.32413042,0.37366432,0.48760647,0.7379665,0.5943155
0.27345693,0.5107276,0.6698054,0.39025673,0.411267,0.54603595,0.6099991,0.47841644
0.3153647,0.49478126,0.62782246,0.3986402,0.36960372,0.514697,0.5857155,0.44011942
0.35675684,0.3921507,0.6289809,0.42127988,0.43882525,0.51356065,0.6718562,0.6286693
0.37158322,0.39637583,0.50143826,0.43338946,0.36405316,0.4457345,0.6244334,0.6659727
0.29273978,0.35560295,0.50791717,0.38843885,0.31572056,0.4639805,0.57752824,0.52202135
0.26153904,0.44557837,0.48947123,0.4622845,0.3097753,0.48300397,0.5905935,0.39291
0.27397853,0.4748342,0.49285612,0.4115874,0.2843034,0.45458755,0.59224075,0.37313554
0.28350434,0.48273993,0.457894,0.357296,0.18222402,0.5040064,0.63542753,0.46000162
0.32171646,0.49420658,0.4158795,0.32516336,0.25438488,0.49895927,0.6660082,0.56852764
0.39064473,0.54458815,0.4441618,0.3006351,0.40298086,0.5410255,0.68193924,0.5287124
0.43316194,0.48235247,0.63063145,0.25086427,0.33202392,0.5188083,0.66714615,0.57891667
0.3471194,0.4806594,0.59618664,0.28641254,0.47571975,0.48895717,0.6090402,0.49691182
0.37904426,0.50765777,0.5883082,0.26069182,0.49384657,0.501081,0.49468452,0.37535375
0.30547386,0.43139064,0.57562697,0.37528285,0.31399983,0.37034982,0.5579428,0.4576165
0.32430783,0.39428744,0.46815833,0.33211547,0.31764105,0.43551904,0.6962334,0.4181826
0.30039763,0.46932718,0.486929,0.4013117,0.32982254,0.41833955,0.6377381,0.39585227
0.2755679,0.42338973,0.41408083,0.44677025,0.24255764,0.40448466,0.5523873,0.483678
0.2209318,0.5190487,0.37491286,0.39967138,0.41770267,0.48969093,0.7555301,0.5017741
0.3013861,0.5038506,0.5054706,0.47558635,0.4040293,0.49134198,0.75864196,0.5101191
